keys,en,ru
PLAY_MODE_ZONE_BEST_RR_FMT,Best RR +%d,Лучший RR +%d
PLAY_MODE_ZONE_SONGS_PLAYED_FMT,Songs played: %s,Песен сыграно: %s
PLAY_MODE_ZONE_BEST_RUN,Best run,Лучший забег
PLAY_MODE_ENDLESS_BEST_VALUE_FMT,%d tracks,%d песен
PLAY_MODE_ZONE_AVG_ACCURACY,Average accuracy,Средняя точность
PLAY_MODE_ZONE_LAST_STREAK,Last streak,Последняя серия
PLAY_MODE_ZONE_MODS,Mods,Моды
PLAY_MODE_ENDLESS_MODS_PREVIEW,Random mods · 2–3,Случайные моды · 2–3
PLAY_MODE_PLACEHOLDER_DASH,—,—
PLAY_MODE_ZONE_COURSES,Courses,Курсы
PLAY_MODE_MARATHON_COURSES_FMT,%d / %d,%d / %d
PLAY_MODE_ZONE_PLAYLISTS,Playlists,Плейлисты
PLAY_MODE_MARATHON_PLAYLISTS_FMT,%d / %d,%d / %d
PLAY_MODE_MARATHON_PLAYLISTS_TEASER,From your library,Из вашей библиотеки
PLAY_MODE_ZONE_BEST_ROUTE,Best playlist,Лучший маршрут
PLAY_MODE_ZONE_BEST_COURSE,Best course,Лучший курс
PLAY_MODE_ZONE_TOTAL_COMPLETED,Total completed,Всего пройдено
PLAY_MODE_ZONE_FEATURES,Features,Особенности
PLAY_MODE_ENDLESS_FEATURE_STREAK,Non-stop streak,Серия без пауз
PLAY_MODE_ENDLESS_FEATURE_MODS,Random modifiers,Случайные модификаторы
PLAY_MODE_ENDLESS_FEATURE_RR,RR bonus for streaks,Бонус RR за серию
PLAY_MODE_ENDLESS_FEATURE_REWARDS,XP and coins for clears,Опыт и монеты за прохождения
PLAY_MODE_ZONE_AFTER_UNLOCK,After unlock,После разблокировки
PLAY_MODE_ENDLESS_PREVIEW_STREAK,Endless track series,Бесконечная серия треков
PLAY_MODE_ENDLESS_PREVIEW_STATS,Separate statistics,Отдельная статистика
PLAY_MODE_ENDLESS_PREVIEW_ACH,Unique achievements,Уникальные достижения
PLAY_MODE_ZONE_COURSES_AVAILABLE,Courses available,Доступно курсов
PLAY_MODE_ZONE_PLAYLISTS_AVAILABLE,Playlists available,Доступно плейлистов
PLAY_MODE_ZONE_LONGEST,Longest route,Самый длинный
PLAY_MODE_MARATHON_LONGEST_PREVIEW,up to 45 min,до 45 мин
PLAY_MODE_MARATHON_FEATURE_ROUTES,Auto playlists by genre from your library,Плейлисты по жанрам из вашей библиотеки
PLAY_MODE_MARATHON_FEATURE_PROGRESS,Route progress and medals,Прогресс маршрутов и медали
PLAY_MODE_MARATHON_FEATURE_REWARDS,Completion rewards,Награды за прохождение
PLAY_MODE_UNLOCK_READY,All requirements met,Все условия выполнены
PLAY_MODE_HINT_ANY_TRACK,Any track,Любой трек
PLAY_MODE_HINT_OWN_MODS,Your mods,Свои моды
PLAY_MODE_HINT_FULL_REWARDS,Full rewards,Полные награды
PLAY_MODE_ENDLESS_HINT_STREAK,Until first miss,До первого промаха
PLAY_MODE_ENDLESS_HINT_RANDOM,Random track order,Случайный порядок треков
PLAY_MODE_ENDLESS_HINT_RR,Streak RR bonus,Бонус RR за серию
PLAY_MODE_ENDLESS_HINT_REWARDS,XP and coins,Опыт и монеты
SESSION_SETUP_TITLE,Endless mode,Бесконечный режим
SESSION_SETUP_SUBTITLE,Configure your endless series,Настройка бесконечной серии
SESSION_SETUP_FOOTER_HINT,1 library · 2 playlists · 3 selected · Enter start · Esc back,1 библиотека · 2 плейлисты · 3 выбранные · Enter старт · Esc назад
SESSION_SETUP_SECTION_TRACKS,1. Tracks,1. Треки
SESSION_SETUP_TRACK_SOURCE,How to build the series,Как собрать серию
SESSION_SETUP_DIFFICULTY,Chart difficulty (base rating),Сложность чарта (базовый рейтинг)
SESSION_SETUP_DIFF_MIN,From,От
SESSION_SETUP_DIFF_MAX,To,До
SESSION_SETUP_DIFF_MAX_OVER_CAP,10+,10+
SESSION_SETUP_DURATION,Track duration,Длительность трека
SESSION_SETUP_DURATION_HINT,Only charts whose track length falls in this range can appear in the series,В серию попадут только треки с длительностью в этом диапазоне
SESSION_SETUP_DURATION_MAX_OPEN_HINT,No upper limit on track length — long songs stay in the pool,Без верхней границы длительности — длинные треки остаются в пуле
SESSION_SETUP_DIFF_MAX_OVER_CAP_HINT,Include charts rated above 10★ in the difficulty filter,Включить в фильтр чарты с рейтингом выше 10★
SESSION_SETUP_GENRE_POLICY_HINT,Limit random picks by genre groups or allow all genres,Ограничить случайный выбор группами жанров или разрешить все жанры
SESSION_SETUP_GEN_MODE_POLICY_HINT,Which chart intents (Original / Groove / Sparse / …) can be picked for each track,Какие назначения генерации (Как в оригинале / Качает / Редко / …) могут выпасть на каждый трек
SESSION_SETUP_MOD_POOL_HINT,Tap icons to include or exclude modifiers from the random pool (minimum 3 active),Нажмите иконки чтобы включить или исключить моды из пула (минимум 3 активных)
SESSION_SETUP_MOD_COUNT_HINT,How many random modifiers are rolled before each track in the series,Сколько случайных модов выпадает перед каждым треком серии
SESSION_SETUP_MOD_COUNT_VALUE_HINT,%d modifiers per track,%d модов на трек
SESSION_SETUP_MOD_PICK_CAPTION_HINT,What to do when rolled modifiers conflict with each other (Hidden + Memory etc.),Что делать если выпавшие моды конфликтуют (Hidden + Memory и т.д.)
SESSION_SETUP_POOL_AFTER_HINT,After the selected playlist is cleared: reshuffle it or expand to random tracks from filters,После прохождения плейлиста: перемешать снова или перейти к случайным трекам по фильтрам
SESSION_SETUP_DURATION_MAX_OPEN,6:00+,6:00+
SESSION_SETUP_PREVIEW_DURATION_FMT,Track duration: %s – %s,Длительность трека: %s – %s
SESSION_SETUP_GEN_MODE_POLICY,Generation intents,Назначения генерации
SESSION_SETUP_GEN_MODE_ALL,All intents,Все назначения
SESSION_SETUP_GEN_MODE_SELECTED,Selected only,Только выбранные
SESSION_SETUP_GEN_MODE_NONE,No intents selected,Назначения не выбраны
SESSION_SETUP_PREVIEW_GEN_MODES_FMT,Generation: %s,Генерация: %s
SESSION_SETUP_DIFFICULTY_HINT,"Base chart rating is 1–10★. Enable 10+ to include charts above 10★. Unlike Marathon (fixed route), Endless keeps going until you fail. Modifiers can raise effective difficulty up to 20★ + during a run.","Базовый рейтинг чарта — 1–10★. Включите 10+, чтобы брать чарты выше 10★. В отличие от «Марафона» (фиксированный маршрут), «Бесконечный» идёт до поражения. Моды могут поднять эффективную сложность до 20★ + в забеге."
SESSION_SETUP_PREVIEW_DIFFICULTY_FMT,Chart difficulty: %s – %s,Сложность чарта: %s – %s
SESSION_SETUP_SOURCE_RANDOM,Random,Случайные
SESSION_SETUP_SOURCE_RANDOM_DESC,Play random tracks from your library until you fail,Случайные треки из библиотеки — серия до поражения
SESSION_SETUP_SOURCE_LIBRARY,Library,Библиотека
SESSION_SETUP_SOURCE_LIBRARY_DESC,Random tracks from your whole library until you fail,Случайные треки из всей библиотеки — серия до поражения
SESSION_SETUP_SOURCE_GENRE,By genre,По жанрам
SESSION_SETUP_SOURCE_GENRE_DESC,Pick genre groups — series loops within them until you fail,Выберите группы жанров — серия крутится внутри них до поражения
SESSION_SETUP_SOURCE_PLAYLISTS,Playlists,Плейлисты
SESSION_SETUP_SOURCE_PLAYLISTS_DESC,Loop a saved playlist until you fail — tap Choose playlist below or use Favorites,Крутит сохранённый плейлист до поражения — «Выбрать плейлист» ниже или «Избранное»
SESSION_SETUP_SOURCE_SELECTED,Selected,Выбранные
SESSION_SETUP_SOURCE_SELECTED_DESC,"Build your own track pool in the picker — series still runs until you fail (no course finish)","Соберите свой пул в пикере — серия до поражения, без финиша курса"
SESSION_SETUP_RANDOM_FAVORITES,Favorites only,Только избранное
SESSION_SETUP_RANDOM_FAVORITES_HINT,Random source draws only from tracks starred as favorites in the library,При случайном источнике берутся только треки со звездочкой в библиотеке
SESSION_SETUP_RANDOM_FAVORITES_SHORT,favorites only,только избранное
SESSION_SETUP_SECTION_MODS,2. Modifiers,2. Модификаторы
SESSION_SETUP_SECTION_GEN,3. Chart generation,3. Генерация чартов
SESSION_SETUP_SECTION_CHART_STYLE,3. Chart style,3. Стиль чартов
SESSION_CHART_STYLE_TITLE,Chart style,Стиль чартов
SESSION_CHART_STYLE_ALL,All styles,Все стили
SESSION_CHART_STYLE_SELECTED,Selected only,Только выбранные
SESSION_CHART_DIFFICULTY_TIER_CAPTION,Chart difficulty tiers,Уровни сложности
SESSION_CHART_DIFFICULTY_ALL,All in range,Весь диапазон
SESSION_CHART_DIFFICULTY_SELECTED,Selected tiers,Выбранные уровни
SESSION_CHART_DIFFICULTY_NONE,No tiers selected,Уровни не выбраны
SESSION_CHART_DIFFICULTY_EASY,Easy,Лёгкая
SESSION_CHART_DIFFICULTY_MEDIUM,Medium,Средняя
SESSION_CHART_DIFFICULTY_HARD,Hard,Сложная
SESSION_SETUP_PREVIEW_CHART_STYLE_FMT,Chart style: %s,Стиль чартов: %s
SESSION_SETUP_RANGE_FROM,From,От
SESSION_SETUP_RANGE_TO,To,До
SESSION_SETUP_GENRE_GROUPS_COUNT_FMT,Selected: %d / %d,Выбрано: %d / %d
SESSION_SETUP_GENRE_GROUP_SELECTED_TIP,Selected for random pool,Выбрано для случайного пула
SESSION_SETUP_PREVIEW_SCOPE_HERO_SUB,Matching charts in pool,Подходящих чартов в пуле
SESSION_SETUP_START_BLOCK_HINT,Cannot start:,Нельзя начать:
SESSION_SETUP_START_BLOCK_FAVORITES,No favorite tracks (%d),Нет избранных треков (%d)
SESSION_SETUP_START_BLOCK_SCOPE,No charts match current filters,Нет чартов по текущим фильтрам
SESSION_SETUP_START_BLOCK_GENRE,Select at least one genre group (%d selected),Выберите хотя бы одну группу жанров (выбрано: %d)
SESSION_SETUP_START_BLOCK_MODS,Not enough modifiers in pool (%d active),Недостаточно модов в пуле (активно: %d)
SESSION_SETUP_START_BLOCK_TRACKS,Need at least %d tracks (%d selected),Нужно минимум %d трека (выбрано %d)
SESSION_SETUP_MOD_POLICY_NONE,No mods,Без модов
SESSION_SETUP_MOD_POLICY_RANDOM,Random pool,Случайные моды
